review_text,review_posted_date,review_header,review_rating,review_author
"Not a good phone at all. Phone had started to hang within 3 months of purchase. If you take for over 5 mins, phone gets excessively heated. Don't think of playing games on this phone as it gets heated more than anything. And i thought the camera would at least be good, but it isn't. It's better to go for a different option than this phone.",25 Mar 2019,Waste of money,1.0 ,Prayash Pradhan
Hi I AM TANVEER AND I AM TELL YOU MI REDMI 6A MOBILE FEATURES AND OTHER CONTAIN THIS IS VERY USEFUL SMARTPHONE IN LOVEST PRICE . VERY GOOD QUALITY OF SOUND CAMERA SCREEN SPEAKER AS WELL AS 5A . THIS IS NEW SERIES OF MI REDMI MI 6A.SCREEN QUALITY ETC THANK YOU FOR YOU READ MY REWIEW,27 Oct 2018,Mi 6A mobile quality and feature,5.0 ,Tanveer bagwan
"I bought the 2+32 GB varient@6500, but a couple of days later, it was available@6000. This is a very low budget phone. Not for extreme use. The battery backup is good. Camera+display+processor (Mediatek) all are just good. Nothing can be complained at this price range though. As per price this phone deserves 4 star.",16 Jun 2019,Very strict budget phone,4.0 ,Saurabh Bharti
"Phone is excellent in the market as with technology moving fast forwards it is good to change with the time. Hence in a low price of 6000, all features are good and we also have the option to change the phone as new technology arrives because it is not too costly also. Camera works fine with flash. Sound quality is good. UI is also good and the speed and processor will work fine for day to day use.",30 Dec 2018,Performs all the required daily work efficiently.,4.0 ,nikhil
"Very nice phone.... specially screen is awesome...camera is okay...sound quality is great... Overall for this prise this phone is better option. One thing Mi forgot for this phone is ""IR blast""...that is missing.",23 Sep 2018,Better Option for this price,5.0 ,Amazon Customer
Excellent mobile. Worth purchasing,12 Oct 2018,Awesome phone,5.0 ,Amazon Customer
"This phone has a lot of features which is quite above expectations for a phone of this price. The picture quality is decent. The sound is decent. Privacy is good. I don't play games so can't comment on that but with normal apps, the battery lasts for a long time. As for external features, the phone is super light and very slim. Fits in my purse and most jeans pocket so it's easy to carry.",04 Mar 2019,A good phone for such low budget,4.0 ,Sangita_jana
"Sir, Today Receive Mi Redmi 6A (Gold, 2GB RAM, 16GB Storage) packet received only charger not any phone device in my packet. When packet received ask your Currier boy he told no problem this packet.But no device in my packet. add video please check and revert. Thanks Heera Das 9717754246 8076060370",17 Apr 2019,Cheat By Your Team,1.0 ,Heera
a very basic phone and dont expect much in this budget. The camera is quite ordinary and picture quality is not worth sharing with any one...battery is so far good...,18 May 2019,Mi redmi 6A,3.0 ,surinder k sharma
"1-The seal of box is already opened . 2- the USB Wire was also open and folded very badly, doesn't fell like original genuine redmi USB charging cable,and last of all wire doesn't work properly. 3- the phone start hanging and laging from first day 4- the face lock is average in day light but in night time doesn't recognize the face..",24 May 2019,Not worth at that price range..👎👎,1.0 ,RUBY GUSAIN
"Great Phone, Affordable and amazing features for this price range. I have already bought 4 phones and I am satisfied totally with the working. Lagging issues may crop up with time, more for those who play games like PUBG etc. Rest for day to day usage, it is one good phone to look out for in this price range.",30 Mar 2019,Great Phone for Regular Chores,5.0 ,SAGAR
"Mi 6a is a typical mi phone. It looks like other mi phones.It has face unlock feature which make it special,face unlock is good(if you haven't used face unlock phone yet otherwise it's satisfactory). If your budget is under 6k then this phone is nice(you can't expect some hi fii phone under 6k). Battery is also good. Camera is up to the mark.It is much nice than my expectation",08 Nov 2018,Should buy under 6k,5.0 ,Sushil kumar Mishra
"Not a good phone, 2 gb ram is not helpful, you can feel lag while using this phone.... Customized OS makes this phone heavy ram eater... Those who wants to buy in this range i strongly suggest go for a phone in which you get stock android.",16 Jan 2019,Go for stock android,4.0 ,Arjun
it lags in between apps. I bought it for my father and its pretty useless for him. Waste of money and amazon is not ready to replace the product. Worst customer service too.,12 Feb 2019,worst product. waste of money,1.0 ,Varsha Mishra
Got a defective product. Actually I gifted this to one of my friend but as he was out of City he opened up the product when he came back and found that there is problem with the screen. And now I don't know what to do. And when it was noticed the return window was closed. Really upset.,18 Nov 2018,Defective product,4.0 ,Pawan Chaudhary
Redmi 6a is good product. But 2gb ram is less for smooth functioning. Picture and sound quality is best but battery is average. It's only 6-7 hours battery life if you charge fully then. You get MIUI 10 in redmi 6a. In camera you got portrait mode for selfies. Rear camera quality is too good. But it's work on mediatek this is it's minus point. Screen 5.5 inches. All over I like this phone.,28 Oct 2018,Nice product but less battery life,5.0 ,Valmik patil
"Very nice phone at this price camera quality is good heating issues no hanging issues working smoothly, seller could have given back cover and screen guard with this, because both I purchased in the market not satisfied with its fitting",06 Jun 2019,Very nice product,4.0 ,Santosh Kamble bgm
"Screen resolution is whitish, fade & dull. Picture quality is very bad. Speaker sound is very low. Incoming & outgoing calling sound is also lower than normal. Basically Redmi 6A is worst quality phone. Think twice before buying. Because return policy is closed by Amazon.",26 Mar 2019,Very bad quality phone,1.0 ,Prantik Sen
"I bought this product for 5998 after receiving the product I found it is not as expected It has average picture,sound quality. Expected much more from Redmi this time this product not as expected.",05 Dec 2018,Average product.,3.0 ,Pawar Laxman
Screen quality 3.5 put of 5 Camra good in day light but below average in night.video call quality is average overall camra is 3.5 out of 5 Design is good in price 6k so 4.5 out of 5 Batry is good for normal user but not for gamer so 4 out of 5 Processor is not so fast .some time minor lag appears but okay for this price so 3.5 out of five Gud things in this price are 1. Dual volte 2.dedicated card slot,18 Nov 2018,Gud device in price 6k,4.0 ,Naveen
Don't buy this mobile from Amazon because no return policy only replacement. Pros: 1) Automatically restart. 2) Bettry Heating. 3) Quality is very cheap. 4) Space is not enough. 5) Customer care and technical team not coprative. 6) Fonally i sell on cashify and purchased from flipkart and lot of trust they provide.,14 Jul 2019,Don't buy this mobile from Amazon and it is totally worst,1.0 ,Sanjay Singh Rajput
"There is problem in product, they are not replacing the same",26 Oct 2018,No return policy,1.0 ,Nripendra
"Lagging issue. In the lock screen swiping camera on and off is very much lagging. Slow processing,didn't expect this.",17 Oct 2018,Full of glitches,1.0 ,Subhamoy Mondal
"Pros Everything......Looking at the price point. Cons Nothing If you want a budget phone with a decent camera, this one is for you......If you are an avid gamer , sorry, not for you bro..... Has killer look and again it is smoooooth.",19 Oct 2018,Smooth....,5.0 ,sayantan sanyal
"Iam writing this review after 2 months of hands on experience... ""Desh ka NAYA smartphone"".....Well Said Very Well Said... There is no doubt that this is one of the best entry level smartphones as of now (until Redmi 7A rules the market). *It's battery life is up to the mark (full day life) *The camera quality and face recognition features are best when compared to it's price point *MIUI 10 offers a wonderful experience *Provides MIUI and security updates at regular intervals *** but do remember to buy the 2/32 model (as there is no big price diff b/w the two)",07 Jul 2019,NEVER THINK TWICE...GO 4 IT !!!,5.0 ,KRISHNANKUTTY V R
